WellId,WellValueA,WellValueB,WellValueC,WellExpensesA,WellExpensesB,WellExpensesC,WellRankA,WellRankB,WellRankC,WellGroupCode,IsValidCode,OptimalBuyingMonth,OptimalSellingMonth
28115,867,207,822,30,93,0,7774,3745,5212,hbdgeaf,1,1,10
28116,723,19,382,0,19,0,14794,7644,4291,bddeeed,0,1,5
28117,722,712,799,33,66,79,877,14829,10288,cgaebca,1,7,10
28118,281,443,444,56,0,100,19280,14727,9924,feehbff,0,2,4
28119,62,949,231,98,24,62,11150,2509,9877,hdhcgah,1,3,10
28120,888,83,278,16,0,0,18064,12737,11315,behgbga,1,1,6
28121,155,665,699,15,70,0,17048,19673,6868,ccfbegf,1,7,8
28122,884,820,934,0,0,93,15100,18302,6801,chbdegc,1,8,10
28123,138,439,122,65,30,57,1792,11681,5535,agfgdga,0,2,9
28124,162,943,208,89,33,18,14669,17285,6258,fdcbfff,0,6,9
28125,672,213,791,60,97,0,3361,18856,18070,bfahgce,1,0,3
28126,181,824,786,55,64,70,12239,10153,19216,habeafg,1,8,10
28127,810,636,407,99,0,97,10719,5527,3394,ccfbfce,0,6,10
28128,478,854,68,0,73,39,6800,754,11972,hcbbccc,0,1,9
28129,804,520,841,79,90,38,11589,15927,15599,bhhffcc,0,1,5
28130,33,769,81,35,0,78,14199,16883,17269,cccfbdg,1,1,4
28131,329,951,220,23,0,61,8058,13560,1108,fccfcgb,0,0,4
28132,825,300,482,101,30,29,13889,19302,1223,bbdgcdb,0,2,7
28133,332,812,741,89,72,79,9450,1341,4553,fcecdda,1,2,6
28134,834,511,641,0,0,33,4717,15095,13349,ffaaeec,0,1,4
28135,106,410,629,0,65,22,12765,13890,16030,hfefdhg,1,6,9
28136,668,446,690,21,0,70,9011,13220,3513,hgfcggd,1,4,7
28137,468,860,710,29,57,0,14944,8941,833,hbhedcb,1,7,8
28138,947,985,836,71,95,79,6603,12285,4754,ddbabhb,0,1,3
28139,325,88,978,89,61,0,10678,4770,2849,hbdhdba,0,0,2
28140,981,48,128,64,0,0,14776,6568,5844,dbacede,1,1,9
28141,862,760,91,27,70,34,7725,8012,1744,eggahhh,0,9,11
28142,154,155,777,0,79,22,13500,16822,14689,fdbagec,1,4,7
28143,969,676,130,74,25,0,18591,19055,15488,hafdabd,1,2,6
28144,715,298,155,22,0,0,14456,9069,13775,bcafbaa,0,6,8
28145,100,90,765,96,68,67,16481,12193,4796,hfcdgef,1,6,8
28146,518,496,501,0,61,0,15355,11233,17908,fdgadeb,1,4,6
28147,935,542,826,63,0,24,9030,7443,10545,abcdbha,1,6,7
28148,630,171,845,97,91,0,3717,4038,12197,ffefffg,0,10,11
28149,102,803,915,0,30,34,8170,15847,9502,cddcheh,0,9,11
28150,488,801,544,16,0,57,10864,1591,758,cfcahda,1,3,7
28151,180,212,170,61,0,20,1628,11795,647,debceaf,1,7,9
28152,611,507,458,31,0,0,14630,13344,16113,cbabgfe,1,1,7
28153,346,944,564,99,20,75,11350,19535,12579,cabedcf,1,4,9
28154,824,246,785,71,0,0,17005,7884,846,echbhac,1,9,10
28155,817,58,354,64,0,64,9842,1086,2050,ahaedgd,1,8,9
28156,697,570,201,96,90,89,17625,5724,9166,becbfge,1,10,11
28157,441,54,490,100,0,0,1053,13978,1641,fdggbae,1,2,10
28158,329,298,902,0,20,25,5374,3941,2603,cffdggd,0,10,11
28159,621,556,467,91,0,74,13582,7948,16918,daechga,1,7,11
28160,584,451,524,73,35,0,7150,3778,4341,aacdhad,0,9,10
28161,333,438,186,92,80,61,1419,15799,14370,egbbhce,1,7,11
28162,480,587,864,37,73,21,2617,17224,15897,gedbdag,1,6,10
28163,481,984,173,0,0,20,17268,16411,1948,bdffbgg,0,6,8
28164,861,788,699,95,22,89,6599,14818,15552,fagfadd,0,4,8
28165,636,95,519,38,0,56,17823,9038,4378,gcdchba,1,3,10
28166,239,244,827,91,0,29,2860,19584,6787,ddfcdhc,0,9,10
28167,839,456,903,61,0,77,2762,2706,4286,hhgdaab,1,2,7
28168,610,918,336,0,0,100,3621,8153,5739,fabebee,0,8,11
28169,243,208,745,0,0,74,6634,8994,16399,effefgd,0,7,10
28170,413,740,174,0,76,33,14634,19580,4925,fegfdef,0,8,10
28171,829,328,665,61,100,33,10210,19225,8904,hfaceef,1,1,11
28172,951,738,33,98,0,39,10443,7798,11744,aghfbcb,1,3,8
28173,870,180,16,70,0,95,14013,10826,18467,ffcbaae,1,4,10
28174,163,770,631,0,77,0,1720,18252,16211,aaeggdb,1,3,9
28175,212,344,159,96,77,27,12675,15361,13597,dcaaach,0,6,7
28176,322,18,290,68,66,0,9847,14641,13764,hcgefde,1,7,10
28177,403,628,911,0,0,69,2015,6327,12412,fecdbcf,1,0,5
28178,951,11,992,77,30,0,10023,19613,8702,efhccgc,1,4,9
28179,458,806,519,95,63,0,12206,17120,16978,gfhefff,0,0,7
28180,815,633,334,0,75,74,9618,9560,14525,fcfcada,0,1,6
28181,838,733,308,0,18,78,2486,17695,7005,hbdccbb,0,4,8
28182,266,908,85,56,59,21,1611,5088,18430,ehdbcfc,1,6,11
28183,474,858,33,0,0,70,11739,1754,13774,afdggge,1,5,10
28184,144,423,99,22,60,0,3260,8786,7533,hgbbehh,0,8,9
28185,246,352,473,0,71,65,9968,19184,5823,geecfdd,1,4,10
28186,780,793,720,19,75,0,11109,17774,5989,hefddac,1,1,5
28187,922,869,433,20,0,26,4980,9626,12516,cacfgga,0,2,5
28188,759,80,453,73,0,68,7397,6802,16501,hhhfccf,0,5,8
28189,146,379,586,30,73,39,587,13623,9255,ehfdbbe,1,1,7
28190,960,812,538,29,34,0,5232,14700,19854,abebheg,1,8,10
28191,533,306,342,0,74,29,15003,14519,13871,bgfceha,1,2,4
28192,970,666,357,26,99,61,17803,5649,569,aecagag,0,4,9
28193,626,61,821,29,29,0,6512,10051,12866,fgggade,1,10,11
28194,906,779,501,95,0,19,7213,5255,12788,ebbabfh,1,8,9
28195,561,340,174,62,36,26,16914,2115,11249,cfhadbe,1,3,5
28196,348,204,522,67,0,75,7177,11659,16132,ddbaeab,0,4,6
28197,662,838,938,0,0,68,11754,9082,8358,cfghecb,1,2,4
28198,980,777,42,0,0,37,6402,9335,13387,beggahd,1,4,7
28199,552,736,48,0,0,0,13600,5474,16316,hcdfhae,1,7,8
28200,461,58,424,63,26,0,15786,10322,18889,gdhcgca,1,6,9
28201,626,832,169,65,0,0,3558,9850,2754,dfcabde,1,9,11
28202,959,56,737,0,0,0,14457,16612,7808,hccgfcc,0,5,8
28203,719,373,59,69,0,74,4059,7316,14444,daegcee,1,8,10
28204,256,950,664,70,79,0,2589,13379,13585,dcbcfah,1,8,9
28205,752,388,739,91,66,19,6503,18585,16529,baecceh,1,4,5
28206,715,137,342,0,0,24,11168,19905,3629,bgddafc,1,1,2
28207,727,388,226,79,0,0,4228,6138,18007,dhfaahh,0,2,6
28208,138,685,323,0,0,36,3887,6042,12440,ahheddg,1,5,7
28209,838,984,174,95,69,57,19850,1741,7838,cafcbad,1,0,3
28210,220,194,668,0,0,34,15341,8751,1879,cdagcfc,1,4,9
28211,282,928,292,0,0,63,8109,16923,12312,hgaebba,1,1,5
28212,369,303,71,93,0,55,14996,3318,11893,deahggh,1,8,11
28213,171,184,368,20,0,39,16336,9721,1906,gcbgged,1,1,3
28214,896,85,379,96,99,70,8792,18179,5499,eghaedc,1,5,6
28215,243,123,353,16,0,28,3578,13616,6338,hagdhfg,1,8,11
28216,381,38,378,0,0,0,19763,15965,3019,acgfgac,0,9,11
28217,52,379,984,15,18,0,14004,8311,11485,agaecab,1,10,11
28218,709,121,890,0,76,67,19165,17232,9683,abfecag,1,2,7
28219,465,732,456,100,0,22,1973,1621,8422,ccffbbf,0,2,5
28220,939,620,380,99,67,0,15870,5165,5583,aebcgga,1,2,3
28221,406,672,795,99,0,91,19207,2719,7459,abdaehb,1,1,3
28222,216,911,463,79,0,39,5007,4144,17838,hdcdadd,0,5,8
28223,872,269,529,0,0,101,18349,1527,8959,hebdedh,0,8,11
28224,170,308,755,0,93,96,16273,18649,8076,ceghbca,1,3,5
28225,572,124,976,27,101,91,5347,9229,5810,ecdeaga,1,4,11
28226,233,657,14,28,97,79,10207,15842,9468,hddefdg,1,3,4
28227,152,659,788,17,93,55,19347,9883,9236,edegbga,1,2,7
28228,830,836,553,97,68,100,16100,1208,9476,dbabcfd,1,6,9
28229,877,975,124,0,100,0,2323,14789,5469,edhgadb,1,6,7
28230,438,426,977,90,0,22,12982,12084,13144,ahdffdc,1,5,11
28231,550,924,638,37,0,56,2616,14653,17199,eeachgd,1,3,7
28232,54,409,103,23,18,0,5058,6436,3164,behbbfd,1,6,10
28233,368,684,975,0,77,62,1875,891,6851,ebhhcae,1,10,11
28234,604,508,383,0,26,60,5099,17114,5730,cdbehab,1,5,9
28235,493,60,851,0,0,0,15767,10661,19235,dcbegcd,1,1,3
28236,950,76,892,99,39,25,19707,1524,7977,fcfedcd,0,8,9
28237,684,328,789,69,0,73,18040,1273,5485,bhfddad,1,1,11
28238,253,48,202,97,98,0,19865,9902,14336,cbbdbhc,0,6,10
28239,237,860,530,0,69,89,10316,3729,10197,bbgcbhd,1,3,8
28240,58,97,17,0,0,34,5602,7066,13113,daecbcb,1,5,11
28241,276,568,334,55,0,98,13325,2689,3331,aeeagee,0,0,1
28242,123,709,37,0,0,79,2725,14785,18963,hbdefhg,1,10,11
28243,702,477,89,0,96,29,9115,18276,2801,ecedbbg,1,6,7
28244,842,903,914,58,32,0,2176,6554,14843,cbhgbdh,1,8,9
28245,204,468,980,0,24,0,4932,14066,7254,agbffcb,1,7,10
28246,950,589,615,0,89,63,12396,11328,10589,ddbfbbd,0,2,10
28247,756,522,729,0,0,97,19067,9158,14825,caebffd,1,6,8
28248,149,46,582,0,0,92,9454,2508,10970,cgbhabb,1,7,10
28249,895,126,506,101,15,0,14253,6435,9182,fccfheh,0,0,11
28250,745,216,499,27,0,89,5535,6523,11035,gbfcgfd,1,9,10
28251,480,763,10,35,21,0,1543,3236,6384,dbdcchc,0,6,7
28252,490,341,244,0,25,62,19333,18219,13040,deeehbh,0,8,9
28253,139,352,42,60,22,0,6360,2262,3042,dbhaaca,1,0,11
28254,49,829,441,34,0,0,5319,9782,8880,fbchehd,1,2,6
28255,51,382,686,20,26,58,11385,19434,18967,agcgafe,1,3,9
28256,69,562,79,78,26,0,7665,6583,7774,accdgch,1,3,6
28257,382,338,159,77,63,19,15834,15230,14286,chchcge,0,7,8
28258,919,460,136,66,0,36,4812,15345,11938,ebfcahd,1,3,4
28259,230,745,258,0,55,0,749,2142,5130,eafebbd,1,5,7
28260,233,379,550,38,26,0,10825,9979,17382,fdhfbbh,0,0,4
28261,912,909,926,0,61,0,14874,17826,4220,cbhhcag,1,6,8
28262,569,555,375,66,0,96,3535,18874,597,bheehhb,0,4,6
28263,188,861,300,0,80,97,5344,3945,3501,cdbcfeb,1,2,6
28264,119,363,868,73,79,0,7851,18797,11640,ehgbcdh,1,6,7
28265,672,360,12,0,0,0,3968,16145,5404,dcccggg,0,3,10
28266,752,483,202,0,63,56,3287,7418,14579,eehbgff,1,3,9
28267,566,326,221,0,0,75,6706,1745,2999,agdabfd,1,3,7
28268,646,650,390,0,92,65,15905,17761,7970,aabbdgg,0,7,10
28269,232,890,754,15,60,0,15818,5334,11644,hbhdfdf,0,7,10
28270,64,557,473,19,29,69,18284,9636,8420,edefdfb,0,6,11
28271,439,689,891,0,0,92,12007,6376,7434,fbghdde,1,0,2
28272,868,132,69,75,0,32,3648,513,994,cfgfgag,0,3,6
28273,308,598,706,100,78,78,15709,4913,18714,hagabde,1,8,9
28274,718,775,744,65,77,63,5186,13297,15682,bfeeaab,0,5,6
28275,74,834,386,101,0,0,8004,2758,4420,echahag,1,3,9
28276,354,299,518,0,27,0,16919,9705,914,bgebdcb,1,0,10
28277,405,124,427,91,95,0,19111,15041,12971,afadfgb,1,1,2
28278,157,602,410,69,98,89,19800,9530,14233,feecged,1,2,7
28279,726,234,267,0,95,26,13259,13297,17084,dbdbeea,0,9,11
28280,100,84,46,59,16,0,8575,12031,1968,aebffge,1,1,4
28281,934,167,578,36,65,66,10016,14379,14221,ghacfeg,1,7,9
28282,935,516,771,39,64,28,2797,9041,12168,gfffaab,0,5,11
28283,334,422,238,0,0,15,6474,17530,19844,facbaba,0,8,10
28284,504,923,901,99,0,76,11354,9842,3304,cabgbdd,1,2,3
28285,255,700,652,18,27,18,10440,19932,5886,dadbecb,1,6,11
28286,961,467,395,59,68,25,2553,2572,12011,fdfgged,0,1,10
28287,153,813,62,28,17,0,1714,18129,9959,agacagd,0,7,9
28288,842,615,149,24,66,25,12528,19543,16424,dadgcgb,1,6,11
28289,109,863,932,68,30,20,3410,12424,846,gehgbac,1,8,10
28290,676,500,863,0,18,99,5212,13376,1093,hhfefaf,0,2,8
28291,505,724,426,0,65,60,19682,5388,11662,gffeeed,0,2,3
28292,838,939,821,22,15,23,19396,980,10584,gafdebe,1,4,11
28293,208,53,254,21,21,60,8887,12515,14077,fgbggaf,0,7,8
28294,213,661,234,0,17,0,18387,18392,13764,efeadba,1,1,2
28295,778,669,918,62,100,94,12100,10856,1191,fadhaeh,1,1,3
28296,11,908,975,0,93,37,11092,7377,13215,dcffach,1,9,11
28297,218,63,899,72,0,90,8288,18179,4955,fceabgb,1,0,2
28298,420,786,246,0,97,28,14299,17814,567,abdhffe,1,4,8
28299,363,143,367,76,35,0,10699,17697,8217,cdbfbbd,0,2,9
28300,767,444,710,22,61,0,4773,9707,12820,ggdageh,1,3,5
28301,602,118,101,0,63,55,1391,975,3547,gaeeaad,0,9,11
28302,691,632,707,60,77,101,3098,19717,4076,bcbfdbe,1,4,8
28303,743,701,135,0,18,95,6098,4490,11426,dbbbhhb,0,5,8
28304,498,167,412,0,0,0,4503,9580,7435,cdgdffd,0,1,3
28305,534,601,639,93,0,0,7134,1724,1617,hacbdhc,1,9,11
28306,937,171,197,78,0,29,3867,7555,11024,cccggeh,0,3,6
28307,129,442,691,15,20,0,14847,9286,7546,egeeegc,0,4,8
28308,349,657,401,0,29,36,15435,13573,2184,afbffgg,0,5,10
28309,663,921,455,0,0,19,4280,15526,11804,gagbgfg,0,1,7
28310,285,646,124,21,94,0,4107,15583,10876,bagbdcf,1,7,11
28311,540,38,555,16,70,0,16131,19129,634,fgefecd,1,1,3
28312,615,526,853,95,0,0,13721,13160,6580,bggcgge,0,8,11
28313,109,808,994,68,91,0,3690,12998,14400,hgbfecc,1,8,9
28314,531,638,227,0,66,76,11743,19161,6971,fghgafb,1,2,5
28315,194,609,947,0,0,56,7373,3044,9734,cadfehf,1,5,11
28316,210,280,460,26,0,0,15189,9344,13958,ghacbgb,1,2,9
28317,205,364,558,0,95,0,9060,12573,12837,ddbcafd,1,5,8
28318,545,792,44,39,76,100,8693,16050,18245,fcfhebf,1,1,2
28319,852,256,163,27,94,0,4253,9210,755,bdfceeg,1,8,9
28320,484,422,696,0,37,0,12203,6882,17748,eaebbhf,1,6,9
28321,561,157,299,91,0,0,15841,8605,18370,dbdceaa,1,2,3
28322,950,806,232,68,0,76,5438,2860,2345,adceccc,0,1,2
28323,763,425,148,0,93,99,2859,12886,9223,defhhed,0,5,6
28324,490,663,954,75,75,0,1223,19685,5296,gbdggfe,1,5,11
28325,470,354,620,0,20,22,18554,16416,11676,hfabgdd,1,7,9
28326,693,316,675,0,20,0,16558,15996,11032,dcbebde,0,8,9
28327,427,950,963,0,21,39,10103,6046,15706,hdbadcd,1,0,6
28328,493,148,69,56,0,24,2295,18472,13257,bfhfcch,0,2,6
28329,409,886,589,28,0,0,602,10747,787,ecdggfe,1,10,11
28330,698,608,852,19,89,80,7555,13547,9711,fehhage,1,9,11
28331,113,284,58,0,36,0,4764,8866,8342,daeeecc,0,5,9
28332,808,937,238,70,97,27,14328,7506,10194,caghhge,1,4,9
28333,589,661,576,0,29,90,9142,5519,12476,cehdach,1,5,6
28334,178,117,759,39,0,100,18066,17328,4442,gafcadb,1,5,10
28335,923,515,426,0,21,0,19537,6876,9028,hfefaah,0,7,9
28336,367,111,790,20,95,27,2092,19966,5680,ehgbbea,1,3,9
28337,468,993,662,0,0,0,14007,8251,18842,gafgdff,0,2,10
28338,542,37,844,38,0,62,8951,3760,15622,gcdadfb,1,7,9
28339,107,668,421,0,69,29,18217,8857,9681,aebcceh,1,5,9
28340,795,513,416,58,0,58,14405,11172,19394,gehedcb,1,2,4
28341,412,982,90,15,38,95,8506,10449,19666,cabbddc,0,1,6
28342,164,201,607,62,94,57,9023,5353,6875,dgadagb,0,3,4
28343,784,292,452,61,0,0,4020,11189,8533,becbdff,1,6,9
28344,369,713,157,0,0,56,12562,1639,14921,afbegeb,1,6,9
28345,896,220,325,0,0,0,9759,5979,14338,gccgfbf,0,1,6
28346,122,582,28,0,0,20,5272,4155,12163,hhddhhd,0,5,7
28347,562,488,420,18,16,27,11986,6742,3950,cdebccc,0,3,4
28348,215,806,164,20,71,31,13816,513,1408,cbgfchg,1,3,7
28349,385,23,679,80,21,21,10847,10605,7227,fccaghf,1,9,10
28350,680,18,903,68,95,16,19666,1697,11146,ehbhffe,0,8,10
28351,821,201,401,0,0,97,4515,18156,10863,aebcgce,1,4,6
28352,921,573,353,66,0,35,18655,12798,2776,begdhad,1,7,10
28353,410,834,112,71,0,35,19183,5294,5011,dcddaga,0,3,4
28354,481,546,32,37,61,20,12007,16476,4954,haceaah,0,5,8
28355,143,496,634,22,60,39,16699,15786,12238,fffdgbf,0,10,11
28356,107,354,345,0,0,21,18822,13535,7662,cbegddc,1,0,4
28357,637,425,125,59,31,70,748,11412,1826,cahbchd,1,3,5
28358,559,82,905,0,19,99,17057,5779,5145,debgcfg,1,7,10
28359,162,142,198,66,66,100,6493,11476,10371,egcehhg,0,0,11
28360,985,47,908,74,23,92,13414,12943,7291,fbebadc,1,0,4
28361,427,442,825,0,21,0,17333,6487,14971,bacecde,1,6,9
28362,266,823,61,98,38,25,4041,3068,13235,cffebhh,1,7,8
28363,376,213,445,89,18,0,3262,12375,12428,fdcagaa,1,1,8
28364,809,673,324,74,66,15,13830,13528,10867,bfbahca,1,1,7
28365,890,509,437,0,70,0,19040,10692,5429,gggbgae,0,1,7
28366,640,680,561,0,0,60,19918,2080,17188,gefafed,1,1,5
28367,845,996,660,58,0,0,10485,19571,9448,cgebdhb,1,1,3
28368,851,445,175,65,0,0,15997,17453,4756,dfgbbdb,0,2,4
28369,196,11,196,0,61,63,5116,16780,14683,fchdgab,1,8,9
28370,547,82,133,0,72,23,17719,5229,13865,ahhhaaa,0,4,11
28371,237,596,663,66,73,23,19139,7988,15528,eaffded,0,6,7
28372,726,158,545,0,0,24,12550,9684,1891,gdecfhg,1,0,1
28373,348,409,653,71,65,95,6704,3845,2689,abcecde,1,2,5
28374,904,394,403,24,0,101,4686,3837,11346,dbebeca,1,8,9
28375,645,627,347,0,0,33,2164,14457,8800,hhhhdch,0,0,2
28376,332,437,294,0,65,91,19372,5867,12040,gbfhgdg,1,1,6
28377,425,934,715,0,26,0,2723,11910,17514,cgafahg,1,4,7
28378,499,109,95,97,55,74,14011,14230,14422,ddhbdfh,0,0,4
28379,671,132,128,0,73,0,670,2131,14742,hgdeaha,1,7,10
28380,677,635,452,0,0,68,18913,2338,19568,fghfgdb,1,1,5
28381,123,354,701,0,0,89,10093,5709,4484,gacbbgg,0,5,6
28382,832,973,748,66,24,61,4313,1659,14296,fbbbegd,1,5,8
28383,310,295,874,0,17,0,4835,19729,9160,adcaeeh,1,4,9
28384,70,809,875,27,28,20,18453,16571,6976,bfeefee,0,5,9
28385,568,109,510,77,0,63,18442,17821,15683,gedebca,1,1,5
28386,414,521,502,0,28,25,18595,16648,7705,hhehbbf,0,6,11
28387,393,954,21,80,63,0,18698,17135,11265,edehhha,0,7,8
28388,714,696,355,0,55,0,10829,5204,17380,hhhggae,0,7,10
28389,570,565,661,71,78,36,1700,9258,19946,ggfcegc,0,10,11
28390,537,562,318,57,68,0,6603,19654,2606,fehbagb,1,0,3
28391,599,885,243,22,0,30,13140,11789,10737,deaaaea,0,4,8
28392,547,401,38,0,59,95,14468,7939,8147,bgchgeg,1,7,8
28393,821,259,465,21,101,0,12024,15890,9156,gebgffa,1,9,11
28394,631,537,861,78,21,31,16914,16978,19165,fehaace,1,3,4
28395,609,161,275,0,97,15,13852,13513,10261,fdhcheb,1,2,3
28396,777,419,62,16,20,23,7467,17180,5316,fhbeefe,0,7,8
28397,344,166,962,0,57,0,12446,17273,1809,bcbeedb,0,6,9
28398,619,979,70,0,98,101,14251,11100,19748,hebcffh,1,9,10
28399,573,506,515,0,0,78,2553,5944,18812,gchacgc,0,2,7
28400,301,789,744,0,35,0,12919,8975,4348,fagebfd,1,2,7
28401,756,362,533,38,93,57,18743,4808,19759,afcdhea,1,7,9
28402,775,157,722,0,0,0,5028,13976,16959,bcdgdcg,0,0,11
28403,141,424,797,16,29,24,3105,8298,19661,bgbagcf,1,4,10
28404,151,801,512,74,0,0,4315,8983,14002,hgabage,1,5,11
28405,621,591,273,0,0,75,12669,14880,15890,begbhhg,0,0,3
28406,890,469,899,94,32,0,5041,4732,12343,fchfgdf,1,4,8
28407,917,424,135,31,0,0,13926,15718,19643,hecdeea,1,7,8
28408,202,400,813,0,17,0,18511,9558,13462,fcedgbc,1,8,11
28409,704,819,486,0,71,0,8473,12516,9502,dggdgga,0,2,5
28410,883,989,162,0,26,71,7826,10354,8683,cdahgad,1,10,11
28411,250,463,999,0,0,19,19866,15095,4284,daddfdh,0,8,9
28412,388,747,764,0,58,76,18608,19087,10535,fbghgdg,1,3,4
28413,113,718,192,98,78,0,7258,19104,6513,ehdffhc,1,6,9
28414,673,501,672,78,17,33,12713,2871,16150,dgfcgca,1,4,6
28415,417,609,635,91,99,93,4180,17182,12586,aahfaef,0,3,8
28416,383,357,204,94,94,0,11096,18555,15581,bcbdbad,0,2,5
28417,268,931,297,0,0,0,12815,805,15903,gccahgg,0,2,6
28418,242,402,945,0,78,19,16078,16398,17610,dhcdbhf,1,3,10
28419,803,870,752,0,61,68,14426,6583,7272,hhgefgg,0,5,11
28420,735,866,223,0,24,0,5142,5748,8117,bchabhc,0,1,6
28421,348,790,761,95,0,0,16222,13075,6573,dcefcha,1,7,11
28422,727,762,825,99,0,0,922,1474,3367,fcegbhh,1,7,11
28423,229,251,280,0,33,24,3425,10234,12818,fdhfcbb,1,0,6
28424,883,608,895,98,98,0,9054,7712,15378,eghgdgf,1,2,8
28425,815,211,988,0,60,0,1767,18865,10569,hhfbccd,1,4,5
28426,586,353,119,75,0,95,9141,19817,9994,caeafee,0,3,7
28427,213,992,668,30,96,0,8895,9678,17975,ahhbffg,1,4,10
28428,653,951,539,91,0,73,9895,15044,17601,cdahcfb,1,2,9
28429,535,783,464,60,57,0,4453,11636,3799,dffdcag,1,3,10
28430,233,189,478,100,0,77,10338,16291,17203,dhfdhaa,0,7,8
28431,879,670,250,74,0,0,16823,1710,4200,ghahacf,1,9,11
28432,432,709,367,0,0,90,19321,3702,1025,agbffgf,0,3,8
28433,733,963,723,34,95,0,10244,19402,16275,acddcae,0,2,6
28434,385,574,680,38,0,63,15839,1889,3434,hhhaafc,0,0,6
28435,542,29,86,16,30,0,6263,14139,19958,cdfhead,1,4,8
28436,685,536,837,28,27,96,10008,19341,10087,ehghbee,0,4,11
28437,514,273,21,0,0,94,17138,5602,5833,afgggfb,0,2,5
28438,927,477,871,0,0,0,6300,12011,17858,dgheedf,1,7,9
28439,188,142,299,56,37,68,1922,1233,16024,bchbfda,1,3,7
28440,334,825,456,0,98,21,8513,1783,3145,badhdfa,1,4,11
28441,169,668,564,0,92,23,18467,12508,9762,ehcgeaf,1,10,11
28442,527,717,762,22,0,38,14308,10027,13011,fecheba,1,3,7
28443,597,665,746,57,0,61,17510,15998,7365,hebaedb,1,2,10
28444,459,15,245,92,33,76,15766,18134,7569,agfdccb,1,2,6
28445,532,599,868,60,36,79,5271,10339,2229,hdchgag,1,7,11
28446,868,813,150,0,21,70,3560,19380,3480,cfgagac,0,0,8
28447,674,571,478,0,0,0,7495,5680,10347,dbdeghb,1,7,9
28448,963,686,247,0,15,26,9453,17937,19726,hhgabbf,1,0,1
28449,361,592,529,0,20,0,7319,4516,3646,fdecgbe,1,7,11
28450,795,382,271,75,98,18,11891,18979,18801,hhedcfd,1,6,7
28451,645,698,929,0,96,15,18803,9601,12568,ffegefd,0,1,3
28452,806,54,145,16,69,95,13466,2924,11619,hbchceh,0,1,2
28453,161,16,230,29,0,69,18717,9740,19509,eabgeeb,0,3,5
28454,744,963,162,22,19,0,15408,6816,14237,gecfgga,1,0,3
28455,540,986,70,63,78,99,12705,3177,16906,eceadfd,1,9,10
28456,207,357,793,0,21,74,5591,11016,5646,ehaaffe,0,4,11
28457,741,731,185,64,0,72,3291,3739,13795,hfeedcd,1,8,9
28458,232,440,82,101,68,22,13733,16663,10443,adgecfh,1,10,11
28459,222,361,169,0,0,78,19230,16688,7129,gfafcab,1,1,6
28460,656,97,799,21,0,0,14959,7699,5259,cccabfb,0,9,10
28461,222,815,785,0,0,31,3300,1942,8506,caffbhg,1,0,5
28462,37,55,669,23,59,0,15066,18451,9928,hdacgdh,1,6,7
28463,219,948,585,29,77,58,4176,13238,11946,cafadgb,1,10,11
28464,204,905,492,93,17,76,3252,4350,10719,effacbg,1,4,5
28465,165,13,494,26,29,30,7687,14607,8249,cddbgbc,0,4,6
28466,498,666,302,0,0,0,8602,16820,8934,cdecahf,1,1,10
28467,51,226,218,0,90,0,7774,18509,18474,bddhhah,0,10,11
28468,828,459,225,37,72,64,8478,4047,16202,egaaghf,1,9,10
28469,752,981,747,33,93,74,18109,4524,15080,hbgbffg,0,0,1
28470,482,952,94,90,91,32,17127,18739,7425,cdebhcb,1,7,9
28471,266,208,360,0,0,63,1706,4903,6095,gehcdbb,1,9,10
28472,572,268,657,70,65,94,18309,8703,13381,edgfaag,1,4,6
28473,709,584,324,96,0,60,13831,17597,6926,fadhfhd,0,1,10
28474,990,842,425,0,0,39,1216,19658,9533,bcfegac,1,0,5
28475,204,600,873,68,0,0,18082,10810,10113,hdfdeca,1,5,10
28476,720,455,686,58,37,0,13901,9750,17769,abbhhgh,0,0,2
28477,52,771,385,70,29,0,12808,10157,9310,efgccda,1,1,2
28478,205,528,246,79,30,37,4852,15084,5673,gfecdba,1,9,10
28479,481,747,418,28,60,97,14715,8752,9115,heaeccd,1,4,10
28480,91,465,584,94,0,37,5321,2036,14027,eaahaee,0,3,6
28481,898,720,569,36,64,32,861,17378,4012,acgghgd,1,7,8
28482,706,860,937,21,55,99,18488,10433,2879,aaahedc,1,0,9
28483,584,691,816,25,27,80,4096,6495,10157,bhcafga,1,1,9
28484,234,401,823,0,0,0,16627,15053,4424,cedgceh,1,5,6
28485,383,752,499,29,0,0,16044,601,3783,cahfdbe,1,5,7
28486,44,745,67,62,78,28,12520,12593,5988,dgdgafh,1,3,5
28487,851,571,469,55,37,17,11330,15186,19055,cacabhe,1,2,7
28488,267,886,726,78,23,0,5091,6733,3062,egbeghb,0,3,8
28489,819,478,112,39,27,20,4113,7553,16741,hheccab,1,5,10
28490,719,946,116,0,70,64,15346,14393,13998,bhfahdb,1,9,10
28491,182,196,898,24,0,0,14456,16070,2535,caeafdg,1,7,8
28492,939,14,942,39,23,98,15625,10492,6674,dfhhaaf,0,1,2
28493,218,544,619,0,30,90,19245,10714,15296,dchhcag,1,4,8
28494,483,585,706,30,38,28,5171,16424,15253,ebafgeb,1,7,10
28495,95,589,733,0,56,17,1412,1222,17285,aadbabh,0,5,7
28496,113,372,903,20,31,22,8888,881,15539,fbhaebb,1,2,3
28497,762,222,528,19,24,0,14477,2575,3785,hahaeff,0,1,10
